text,label
Горшков Владимир Васильевич,1
Петухов Егор Николаевич,1
Тихонов Тимофей Ильич,1
Басов Алексей Александрович,1
Булгаков Илья Владимирович,1
Нестеров Илья Георгиевич,1
Павлов Александр Артёмович,1
Митрофанов Павел Сергеевич,1
Павлов Антон Артёмович,1
Попов Фёдор Никитич,1
Киселев Михаил Алексеевич,1
Воронов Макар Ярославович,1
Покровский Борис Егорович,1
Давыдов Алексей Артёмович,1
Соловьев Сергей Львович,1
Быков Алексей Богданович,1
Григорьев Максим Владимирович,1
Васильев Михаил Никитич,1
Завьялов Иван Никитич,1
Кузин Дмитрий Маркович,1
Агеев Владимир Алиевич,1
Мальцев Михаил Иванович,1
Виноградов Виктор Николаевич,1
Лукин Егор Даниилович,1
Бородин Михаил Егорович,1
Смирнов Максим Даниилович,1
Егоров Лев Тимофеевич,1
Михайлов Даниил Артёмович,1
Басов Макар Александрович,1
Гришин Иван Владимирович,1
Орлов Фёдор Платонович,1
Шишкин Александр Григорьевич,1
Козловский Андрей Александрович,1
Андреев Андрей Максимович,1
Родионов Иван Даниилович,1
Антонов Роман Всеволодович,1
Лаптев Александр Александрович,1
Шилов Владимир Константинович,1
Петров Тимур Германович,1
Смирнов Марк Борисович,1
Исаев Артём Матвеевич,1
Басов Николай Максимович,1
Суслов Эмиль Александрович,1
Сорокин Владимир Андреевич,1
Михайлов Арсений Артёмович,1
Рябов Кирилл Миронович,1
Глухов Марсель Кириллович,1
Петров Богдан Евгеньевич,1
Зимин Лев Михайлович,1
Борисов Виктор Егорович,1
Столяров Марк Александрович,1
Куликов Данил Егорович,1
Антипов Ярослав Андреевич,1
Бондарев Егор Андреевич,1
Захаров Никита Алексеевич,1
Кузнецов Михаил Савельевич,1
Тимофеев Елисей Александрович,1
Рыбаков Даниил Ярославович,1
Пугачев Артём Владимирович,1
Кузнецов Филипп Гордеевич,1
Волков Владимир Борисович,1
Смирнов Матвей Николаевич,1
Олейников Вячеслав Сергеевич,1
Хромов Дмитрий Львович,1
Хохлов Артур Тимофеевич,1
Филиппов Михаил Егорович,1
Круглов Савелий Михайлович,1
Павлов Константин Арсентьевич,1
Степанов Даниил Ибрагимович,1
Маслов Сергей Львович,1
Иванов Андрей Маркович,1
Шульгин Виталий Сергеевич,1
Борисов Степан Васильевич,1
Грачев Сергей Артёмович,1
Евдокимов Денис Павлович,1
Грачев Егор Иванович,1
Ильин Кирилл Елисеевич,1
Никонов Илья Владимирович,1
Макаров Андрей Владимирович,1
Коротков Руслан Матвеевич,1
Мальцев Георгий Ярославович,1
Кожевников Дмитрий Александрович,1
Петров Сергей Даниилович,1
Беляев Лука Владимирович,1
Шапошников Владимир Константинович,1
Новиков Даниил Леонидович,1
Федоров Михаил Михайлович,1
Гуляев Алексей Тимофеевич,1
Сергеев Дмитрий Ильич,1
Савельев Арсений Захарович,1
Лавров Вячеслав Иванович,1
Булгаков Алексей Александрович,1
Максимов Александр Юрьевич,1
Вишневский Максим Степанович,1
Михайлов Дмитрий Вячеславович,1
Мухин Ярослав Владиславович,1
Матвеев Александр Александрович,1
Романов Давид Гордеевич,1
Федоров Вячеслав Платонович,1
Горелов Марк Арсентьевич,1
Попов Константин Егорович,1
Сорокин Егор Эмильевич,1
Уваров Никита Романович,1
Пономарев Илья Тихонович,1
Горячев Никита Артёмович,1
Данилов Александр Ильич,1
Лопатин Илья Сергеевич,1
Митрофанов Михаил Никитич,1
Петров Иван Артёмович,1
Воронин Иван Даниилович,1
Кочергин Александр Артёмович,1
Фадеев Богдан Львович,1
Федоров Роман Германович,1
Чернов Артур Артёмович,1
Беляков Михаил Елисеевич,1
Мельников Савва Кириллович,1
Синицын Даниил Александрович,1
Горбунов Филипп Владиславович,1
Никитин Марк Артёмович,1
Артемов Арсений Гордеевич,1
Левин Иван Максимович,1
Кондратьев Иван Андреевич,1
Терентьев Максим Львович,1
Тарасов Степан Максимович,1
Пономарев Лука Степанович,1
Степанов Дмитрий Иванович,1
Грибов Илья Романович,1
Казанцев Кирилл Кириллович,1
Плотников Алексей Святославович,1
Кудрявцев Никита Сергеевич,1
Титов Андрей Андреевич,1
Герасимов Станислав Маратович,1
Михайлов Георгий Олегович,1
Авдеев Иван Максимович,1
Кочергин Даниил Станиславович,1
Королев Павел Кириллович,1
Орлов Дмитрий Михайлович,1
Фролов Макар Максимович,1
Соколов Андрей Иванович,1
Елисеев Константин Фёдорович,1
Ковалев Лев Александрович,1
Семенов Павел Егорович,1
Васильев Артём Александрович,1
Андреев Алексей Арсентьевич,1
Кулагин Павел Григорьевич,1
Семенов Константин Константинович,1
Комаров Лев Макарович,1
Наумов Егор Артемьевич,1
Чернышев Иван Артемьевич,1
Филатов Михаил Тихонович,1
Воронцов Михаил Иванович,1
Рыбаков Максим Макарович,1
Носов Даниил Дамирович,1
Бобров Николай Никитич,1
Крылов Тимофей Леонидович,1
Анисимов Антон Савельевич,1
Фокин Иван Михайлович,1
Федоров Платон Кириллович,1
Никулин Михаил Артёмович,1
Алексеев Андрей Дмитриевич,1
Ильин Владимир Александрович,1
Егоров Иван Иванович,1
Лукин Лука Артемьевич,1
Сахаров Георгий Иванович,1
Плотников Марк Константинович,1
Павлов Андрей Игоревич,1
Голубев Лев Егорович,1
Крылов Святослав Владиславович,1
Тимофеев Михаил Георгиевич,1
Дьяконов Тихон Даниилович,1
Беликов Данила Михайлович,1
Калашников Ярослав Тимофеевич,1
Григорьев Георгий Степанович,1
Кузнецов Александр Максимович,1
Соловьев Макар Александрович,1
Жданов Сергей Андреевич,1
Григорьев Максим Михайлович,1
Грачев Сергей Евгеньевич,1
Савельев Савва Ильич,1
Ильин Кирилл Максимович,1
Маслов Всеволод Богданович,1
Ковалев Андрей Павлович,1
Лаптев Дмитрий Борисович,1
Петров Максим Ильич,1
Басов Платон Тимофеевич,1
Беляков Марк Давидович,1
Федоров Лев Фёдорович,1
Афанасьев Григорий Максимович,1
Горюнов Михаил Максимович,1
Волошин Михаил Семёнович,1
Киселев Фёдор Эминович,1
Иванов Владислав Артёмович,1
Ткачев Владимир Гордеевич,1
Куликов Артём Артёмович,1
Ульянов Илья Всеволодович,1
Волков Родион Даниилович,1
Никитин Георгий Глебович,1
Князев Артём Львович,1
Иванов Сергей Максимович,1
Селиванов Давид Ярославович,1
Леонтьев Даниил Иванович,1
Орлов Вадим Богданович,1
Алешин Матвей Алексеевич,1
Андреев Алексей Артёмович,1
Вдовин Николай Дмитриевич,1
Некрасов Иван Макарович,1
Фролов Пётр Алиевич,1
Виноградов Ярослав Владимирович,1
Романов Владимир Михайлович,1
Лебедев Сергей Алексеевич,1
Малышев Кирилл Дмитриевич,1
Кононов Пётр Львович,1
Никонов Александр Артёмович,1
Котов Тимофей Романович,1
Алексеев Дмитрий Платонович,1
Васильев Денис Маратович,1
Титов Даниил Тимофеевич,1
Поздняков Иван Мирославович,1
Воронов Мирон Михайлович,1
Гончаров Адам Владимирович,1
Ермилов Пётр Сергеевич,1
Андреев Андрей Михайлович,1
Сидоров Николай Матвеевич,1
Федоров Арсений Всеволодович,1
Калашников Фёдор Артёмович,1
Афанасьев Михаил Кириллович,1
Акимов Тимофей Богданович,1
Назаров Ярослав Даниилович,1
Сазонов Ярослав Ярославович,1
Гусев Тимур Артёмович,1
Богданов Егор Иванович,1
Чистяков Данил Евгеньевич,1
Бирюков Тимофей Савельевич,1
Куликов Георгий Дмитриевич,1
Антипов Евгений Маркович,1
Горшков Артём Иванович,1
Иванов Максим Платонович,1
Кондратьев Никита Юрьевич,1
Кириллов Адам Романович,1
Емельянов Илья Артемьевич,1
Марков Андрей Артёмович,1
Плотников Анатолий Иванович,1
Михайлов Ибрагим Александрович,1
Попов Давид Лукич ,1
Яковлев Александр Тимурович,1
Лапшин Савелий Дмитриевич,1
Михайлов Виктор Фёдорович,1
Зайцев Захар Вячеславович,1
Белоусов Тимур Демидович,1
Иванов Артём Глебович,1
Смирнов Тихон Адамович,1
Моргунов Иван Матвеевич,1
Гусев Сергей Матвеевич,1
Макаров Денис Саввич,1
Лебедев Фёдор Максимович,1
Исаков Фёдор Захарович,1
Николаев Глеб Иванович,1
Андреев Илья Ильич,1
Сычев Владислав Тимурович,1
Савин Андрей Павлович,1
Осипов Фёдор Романович,1
Фомин Али Леонидович,1
Носков Данила Артёмович,1
Соколов Александр Фёдорович,1
Архипов Марсель Фёдорович,1
Шаповалов Тимофей Богданович,1
Трофимов Степан Георгиевич,1
Морозов Максим Александрович,1
Балашов Егор Ярославович,1
Попов Павел Степанович,1
Иванов Лука Александрович,1
Тихонов Платон Сергеевич,1
Филиппов Егор Тимурович,1
Сомов Даниил Максимович,1
Селезнев Андрей Артёмович,1
Скворцов Илья Артёмович,1
Сорокин Степан Александрович,1
Грачев Фёдор Леонидович,1
Иванов Михаил Михайлович,1
Левин Тимофей Львович,1
Матвеев Константин Лукич ,1
Булгаков Андрей Дмитриевич,1
Малышев Егор Тимурович,1
Федоров Даниил Никитич,1
Самойлов Григорий Семёнович,1
Максимов Всеволод Ярославович,1
Куликов Лука Даниилович,1
Григорьев Иван Артёмович,1
Новиков Пётр Александрович,1
Мельников Степан Иванович,1
Клюев Мирон Александрович,1
Сахаров Сергей Елисеевич,1
Окулов Макар Ярославович,1
Пирогов Владимир Михайлович,1
Лебедев Фёдор Данилович,1
Жуков Константин Ярославович,1
Смирнов Павел Михайлович,1
Носов Артём Михайлович,1
Никитин Дмитрий Ярославович,1
Миронов Максим Захарович,1
Федоров Даниил Платонович,1
Кудрявцев Иван Иванович,1
Поляков Владислав Глебович,1
Воронов Даниил Николаевич,1
Лапшин Григорий Платонович,1
Тихонов Ибрагим Андреевич,1
Ильин Егор Иванович,1
Новиков Михаил Артурович,1
Грачев Владимир Фёдорович,1
Яковлев Максим Данилович,1
Казаков Александр Александрович,1
Воронин Владислав Адамович,1
Климов Егор Максимович,1
Кузнецов Максим Алексеевич,1
Попов Андрей Иванович,1
Белов Максим Сергеевич,1
Шилов Леон Игоревич,1
Сафонов Даниэль Андреевич,1
Ермаков Максим Михайлович,1
Федотов Лев Сергеевич,1
Никольский Михаил Максимович,1
Гущин Николай Дмитриевич,1
Морозов Михаил Андреевич,1
Соколов Георгий Александрович,1
Афанасьев Михаил Тимурович,1
Кузьмин Михаил Львович,1
Леонов Артур Ильич,1
Морозов Богдан Иванович,1
Агафонов Сергей Максимович,1
Михайлов Артём Михайлович,1
Белов Александр Мартинович,1
Иванов Александр Никитич,1
Денисов Георгий Тимофеевич,1
Курочкин Ярослав Демидович,1
Рыжов Виктор Миронович,1
Попов Дмитрий Егорович,1
Козлов Георгий Артёмович,1
Зайцев Кирилл Петрович,1
Петров Дмитрий Миронович,1
Демьянов Иван Матвеевич,1
Суханов Тимофей Иванович,1
Самсонов Александр Петрович,1
Щербаков Гордей Маркович,1
Архипов Антон Даниилович,1
Михеев Савелий Даниилович,1
Григорьев Дмитрий Камильевич,1
Королев Лука Владиславович,1
Степанов Рафаэль Егорович,1
Сафонов Георгий Леонович,1
Платонов Егор Артемьевич,1
Сергеев Матвей Эмильевич,1
Гришин Никита Тимурович,1
Цветков Артур Александрович,1
Кузнецов Тимофей Петрович,1
Шестаков Владимир Русланович,1
Филиппов Руслан Станиславович,1
Ананьев Михаил Романович,1
Савельев Никита Янович,1
Агафонов Макар Владимирович,1
Матвеев Кирилл Артемьевич,1
Соловьев Евгений Викторович,1
Балашов Денис Маркович,1
Зорин Данила Алексеевич,1
Руднев Никита Богданович,1
Муравьев Дмитрий Романович,1
Лапшин Кирилл Михайлович,1
Исаев Никита Андреевич,1
Рогов Тихон Павлович,1
Николаев Матвей Григорьевич,1
Евдокимов Дмитрий Максимович,1
Соловьев Лука Михайлович,1
Ковалев Матвей Антонович,1
Никольский Степан Александрович,1
Ушаков Пётр Матвеевич,1
Лукин Марк Лукич ,1
Золотарев Юрий Даниилович,1
Павлов Тимофей Артёмович,1
Богданов Владимир Львович,1
Иванов Роман Александрович,1
Хомяков Сергей Демидович,1
Баранов Егор Артёмович,1
Балашов Иван Иванович,1
Иванов Ярослав Александрович,1
Блохин Алексей Дамирович,1
Евдокимов Семён Никитич,1
Терентьев Алексей Павлович,1
Крылов Эрик Александрович,1
Горюнов Артём Даниилович,1
Спиридонов Фёдор Михайлович,1
Макаров Никита Матвеевич,1
Авдеев Георгий Романович,1
Данилов Сергей Билалович,1
Куликов Ярослав Петрович,1
Сергеев Михаил Фёдорович,1
Сотников Артём Ярославович,1
Иванов Тимофей Марсельевич,1
Соболев Даниил Михайлович,1
Коновалов Максим Константинович,1
Федотов Илья Николаевич,1
Журавлев Богдан Тимурович,1
Овсянников Даниил Александрович,1
Бирюков Владимир Артурович,1
Гусев Серафим Ярославович,1
Куликов Владимир Кириллович,1
Андреев Артём Артёмович,1
Кузнецов Матвей Александрович,1
Киселев Иван Тимофеевич,1
Алексеев Денис Юрьевич,1
Поляков Максим Даниэльевич,1
Скворцов Владислав Андреевич,1
Смирнов Тихон Львович,1
Андреев Михаил Леонидович,1
Поляков Степан Евгеньевич,1
Платонов Тимур Захарович,1
Ульянов Тимофей Фёдорович,1
Зиновьев Тимур Николаевич,1
Назаров Михаил Александрович,1
Макаров Леонид Маркович,1
Игнатьев Антон Тигранович,1
Дмитриев Артём Максимович,1
Гусев Роман Кириллович,1
Колесников Арсений Маркович,1
Макаров Савва Даниилович,1
Щербаков Андрей Александрович,1
Булгаков Артём Алексеевич,1
Миронов Андрей Марсельевич,1
Тимофеев Алексей Эмирович,1
Морозов Егор Дмитриевич,1
Мальцев Мирон Артёмович,1
Березин Иван Егорович,1
Емельянов Максим Артёмович,1
Борисов Роберт Ильич,1
Балашов Максим Тимофеевич,1
Кузнецов Николай Максимович,1
Серебряков Степан Михайлович,1
Иванов Артём Степанович,1
Еремин Камиль Егорович,1
Булатов Лев Львович,1
Щербаков Даниил Артёмович,1
Сорокин Михаил Денисович,1
Кудрявцев Егор Андреевич,1
Григорьев Семён Львович,1
Шевцов Кирилл Иванович,1
Фомин Семён Ильич,1
Волков Алексей Михайлович,1
Носов Эрик Владиславович,1
Иванов Дмитрий Тимофеевич,1
Макаров Макар Алексеевич,1
Мухин Артём Никитич,1
Седов Степан Максимович,1
Кудрявцев Иван Давидович,1
Гордеев Анатолий Саввич,1
Козлов Давид Дмитриевич,1
Авдеев Роман Захарович,1
Левин Иван Тимофеевич,1
Горохов Всеволод Даниилович,1
Захаров Илья Александрович,1
Тихомиров Тимофей Даниилович,1
Федоров Тимофей Тимурович,1
Маркелов Александр Никитич,1
Фролов Максим Иванович,1
Фадеев Лев Маркович,1
Суслов Егор Родионович,1
Золотарев Иван Леонидович,1
Исаев Максим Владимирович,1
Семенов Тимофей Тихонович,1
Серебряков Лев Артёмович,1
Ермаков Виктор Даниилович,1
Мухин Роман Алексеевич,1
Жданов Сергей Дмитриевич,1
Яковлев Ярослав Матвеевич,1
Козлов Егор Артёмович,1
Жданов Гордей Максимович,1
Зубков Матвей Константинович,1
Морозов Роман Иванович,1
Литвинов Андрей Евгеньевич,1
Колесников Константин Артёмович,1
Блинов Дмитрий Егорович,1
Гусев Ярослав Тимофеевич,1
Соловьев Николай Александрович,1
Трошин Мирон Александрович,1
Королев Александр Николаевич,1
Маслов Сергей Денисович,1
Волков Тимофей Егорович,1
Бочаров Иван Васильевич,1
Жилин Фёдор Даниилович,1
Дмитриев Эмир Александрович,1
Титов Серафим Львович,1
Плотников Алексей Степанович,1
Ильин Лев Максимович,1
Муратов Тимофей Артурович,1
Леонтьев Матвей Максимович,1
Косарев Владимир Ярославович,1
Воронин Константин Даниилович,1
Воробьев Илья Фёдорович,1
Сомов Игорь Максимович,1
Кочетов Платон Дмитриевич,1
Шевелев Кирилл Фёдорович,1
Михайлов Михаил Денисович,1
Богомолов Андрей Матвеевич,1
Беляев Андрей Робертович,1
Галкин Мирослав Тимофеевич,1
Столяров Вадим Маркович,1
Королев Степан Кириллович,1
Устинов Михаил Даниилович,1
Федосеев Олег Максимович,1
Сидоров Иван Ильич,1
Грибов Дмитрий Романович,1
Алексеев Даниил Всеволодович,1
Трошин Фёдор Русланович,1
Исаев Матвей Константинович,1
Кулешов Серафим Даниилович,1
Климов Артур Владиславович,1
Родионов Георгий Миронович,1
Чернышев Николай Матвеевич,1
Иванов Владислав Тимурович,1
Прохоров Всеволод Степанович,1
Соболев Дмитрий Георгиевич,1
Корнилов Михаил Матвеевич,1
Медведев Никита Евгеньевич,1
Киселев Михаил Матвеевич,1
Толкачев Тимофей Макарович,1
Гусев Сергей Давидович,1
Севастьянов Фёдор Игоревич,1
Пирогов Максим Ярославович,1
Ларин Артемий Григорьевич,1
Кузнецов Олег Владимирович,1
Иванов Максим Святославович,1
Соловьев Евгений Даниилович,1
Свиридов Иван Глебович,1
Назаров Вадим Даниилович,1
Маслов Даниил Маркович,1
Лапшин Александр Даниилович,1
Нечаев Марк Олегович,1
Агапов Егор Ильич,1
Лебедев Даниил Антонович,1
Воробьев Тимур Матвеевич,1
Поздняков Артём Максимович,1
Иванов Лука Андреевич,1
Власов Марсель Николаевич,1
Сергеев Данила Фёдорович,1
Куликов Иван Маркович,1
Майоров Григорий Тимофеевич,1
Леонов Дмитрий Тимурович,1
Макаров Ярослав Иванович,1
Никитин Артём Сергеевич,1
Чеботарев Алексей Георгиевич,1
Краснов Илья Богданович,1
Измайлов Алексей Андреевич,1
Краснов Марат Львович,1
Миронов Егор Львович,1
Нечаев Тимур Робертович,1
Кузнецов Павел Маркович,1
Власов Юрий Александрович,1
Борисов Семён Романович,1
Алексеев Илья Никитич,1
Филимонов Георгий Миронович,1
Щеглов Савелий Степанович,1
Ермилов Александр Адамович,1
Никитин Максим Александрович,1
Демин Дмитрий Фёдорович,1
Титов Артём Семёнович,1
Карпов Пётр Сергеевич,1
Рыбаков Егор Кириллович,1
Мальцев Егор Артёмович,1
Новиков Михаил Николаевич,1
Миронов Фёдор Филиппович,1
Широков Илья Русланович,1
Поляков Даниил Фёдорович,1
Белоусов Кирилл Александрович,1
Агафонов Мирослав Сергеевич,1
Гаврилов Александр Даниилович,1
Гуляев Дмитрий Даниилович,1
Голиков Александр Артёмович,1
Орлов Александр Тимурович,1
Кузнецов Владимир Артурович,1
Крылов Евгений Глебович,1
Ермаков Арсений Романович,1
Соболев Сергей Александрович,1
Федотов Константин Ильич,1
Никифоров Дмитрий Кириллович,1
Лебедев Григорий Тимофеевич,1
Новиков Александр Борисович,1
Герасимов Дмитрий Дмитриевич,1
Ковалев Адам Фёдорович,1
Смирнов Андрей Ильич,1
Рожков Михаил Платонович,1
Синицын Арсений Георгиевич,1
Гусев Максим Русланович,1
Лебедев Роман Константинович,1
Кононов Фёдор Николаевич,1
Воронин Дмитрий Никитич,1
Ткачев Глеб Кириллович,1
Блохин Фёдор Александрович,1
Макеев Артём Мирославович,1
Макаров Григорий Александрович,1
Яковлев Михаил Александрович,1
Никитин Пётр Данилович,1
Воронин Дмитрий Кириллович,1
Беляков Дмитрий Гордеевич,1
Зотов Владислав Маркович,1
Сорокин Даниил Александрович,1
Степанов Максим Леонидович,1
Власов Станислав Давидович,1
Панков Давид Александрович,1
Аксенов Денис Сергеевич,1
Шишкин Егор Маркович,1
Корнеев Максим Романович,1
Кузнецов Марк Иванович,1
Селезнев Даниил Макарович,1
Гордеев Дмитрий Максимович,1
Левин Иван Романович,1
Кузнецов Владимир Александрович,1
Комаров Даниэль Фёдорович,1
Рудаков Демид Максимович,1
Федоров Дмитрий Артёмович,1
Воронцов Денис Робертович,1
Лебедев Никита Дмитриевич,1
Грачев Тимур Артёмович,1
Захаров Илья Даниилович,1
Карташов Тимофей Александрович,1
Гончаров Егор Романович,1
Князев Иван Дмитриевич,1
Кузнецов Даниил Васильевич,1
Наумов Артём Романович,1
Иванов Марк Вадимович,1
Никитин Иван Александрович,1
Филимонов Даниил Кириллович,1
Русанов Арсений Янович,1
Калугин Никита Кириллович,1
Степанов Николай Максимович,1
Ефремов Клим Германович,1
Захаров Лев Максимович,1
Федотов Всеволод Романович,1
Волков Максим Даниилович,1
Галкин Егор Родионович,1
Софронов Савелий Артемьевич,1
Ильин Макар Николаевич,1
Воробьев Максим Степанович,1
Яковлев Дмитрий Николаевич,1
Тарасов Дмитрий Артурович,1
Соболев Михаил Егорович,1
Мартынов Тигран Маркович,1
Сазонов Фёдор Владимирович,1
Смирнов Тимофей Даниилович,1
Иванов Руслан Степанович,1
Свиридов Игорь Даниилович,1
Филатов Григорий Робертович,1
Васильев Евгений Тимофеевич,1
Соколов Артём Ильич,1
Давыдов Иван Фёдорович,1
Крылов Владимир Иванович,1
Логинов Руслан Егорович,1
Фролов Лев Кириллович,1
Кузьмин Иван Елисеевич,1
Митрофанов Максим Максимович,1
Антонов Александр Максимович,1
Чернышев Иван Матвеевич,1
Ермаков Дмитрий Даниилович,1
Соловьев Тимур Алексеевич,1
Антонов Александр Владимирович,1
Александров Ибрагим Артёмович,1
Богданов Леонид Фёдорович,1
Ушаков Иван Александрович,1
Фадеев Олег Васильевич,1
Кочетков Максим Константинович,1
Коновалов Артём Никитич,1
Никитин Владислав Матвеевич,1
Сухарев Пётр Артёмович,1
Жданов Алексей Артёмович,1
Губанов Матвей Ярославович,1
Назаров Леонид Маркович,1
Калашников Марк Адамович,1
Ермолаев Лев Александрович,1
Новиков Артём Андреевич,1
Михайлов Георгий Александрович,1
Субботин Эмин Святославович,1
Анохин Тимофей Захарович,1
Демьянов Александр Львович,1
Черкасов Фёдор Макарович,1
Кузьмин Вячеслав Дмитриевич,1
Овчинников Олег Никитич,1
Тарасов Лев Александрович,1
Исаков Борис Александрович,1
Поляков Арсений Маркович,1
Павлов Михаил Константинович,1
Герасимов Максим Иванович,1
Дорохов Евгений Дмитриевич,1
Коновалов Святослав Егорович,1
Тихонов Станислав Глебович,1
Назаров Иван Кириллович,1
Воронин Андрей Максимович,1
Софронов Роман Янович,1
Воробьев Марат Давидович,1
Еремин Иван Романович,1
Новиков Тимофей Демидович,1
Панфилов Матвей Тимофеевич,1
Захаров Максим Алексеевич,1
Жданов Марк Даниилович,1
Александров Назар Александрович,1
Нестеров Марк Маркович,1
Кудряшов Альберт Владимирович,1
Басов Роберт Тихонович,1
Чернов Роберт Павлович,1
Воробьев Михаил Александрович,1
Агеев Роман Александрович,1
Болдырев Глеб Алиевич,1
Смирнов Арсений Матвеевич,1
Кузнецов Владимир Ильич,1
Царев Никита Кириллович,1
Акимов Максим Платонович,1
Митрофанов Максим Константинович,1
Герасимов Лев Ярославович,1
Иванов Максим Даниэльевич,1
Гришин Виктор Эмирович,1
Бородин Иван Владимирович,1
Горшков Григорий Макарович,1
Гладков Роман Ярославович,1
Пахомов Егор Андреевич,1
Сухов Даниил Арсентьевич,1
Колосов Даниил Михайлович,1
Алешин Александр Михайлович,1
Шмелев Арсен Владиславович,1
Котов Филипп Артёмович,1
Лавров Роман Русланович,1
Кузнецов Марк Кириллович,1
Егоров Владимир Евгеньевич,1
Виноградов Борис Егорович,1
Окулов Лев Александрович,1
Никулин Андрей Тимофеевич,1
Соколов Игорь Артёмович,1
Никитин Никита Алексеевич,1
Кузьмин Тимофей Алексеевич,1
Косарев Андрей Кириллович,1
Коротков Матвей Кириллович,1
Ефимов Артём Матвеевич,1
Панов Александр Львович,1
Смирнов Артём Артемьевич,1
Суворов Михаил Степанович,1
Морозов Егор Александрович,1
Белов Матвей Кириллович,1
Мухин Руслан Алексеевич,1
Яковлев Артём Максимович,1
Захаров Артур Даниилович,1
Лукин Егор Миронович,1
Захаров Артём Глебович,1
Елизаров Серафим Дмитриевич,1
Чернышев Андрей Кириллович,1
Терентьев Степан Александрович,1
Панов Константин Александрович,1
Гаврилов Александр Михайлович,1
Павлов Савелий Сергеевич,1
Григорьев Мирон Маркович,1
Алексеев Ярослав Егорович,1
Емельянов Эмин Тимурович,1
Коновалов Даниил Давидович,1
Ершов Александр Даниилович,1
Юдин Глеб Михайлович,1
Михайлов Ярослав Николаевич,1
Афанасьев Роман Владиславович,1
Смирнов Александр Романович,1
Кондратьев Дмитрий Матвеевич,1
Фролов Константин Максимович,1
Масленников Елисей Львович,1
Петров Артём Александрович,1
Зиновьев Илья Кириллович,1
Фомин Савелий Сергеевич,1
Иванов Максим Тимофеевич,1
Марков Артём Тигранович,1
Герасимов Ярослав Александрович,1
Богомолов Владислав Максимович,1
Балашов Пётр Матвеевич,1
Никитин Марк Ростиславович,1
Николаев Александр Романович,1
Никулин Михаил Алиевич,1
Симонов Тимофей Никитич,1
Ильин Михаил Тимофеевич,1
Скворцов Артём Дмитриевич,1
Ананьев Георгий Игоревич,1
Михайлов Даниил Дмитриевич,1
Артемов Лев Леонидович,1
Александров Роман Платонович,1
Кузнецов Макар Петрович,1
Баженов Александр Семёнович,1
Симонов Михаил Иванович,1
Куприянов Макар Миронович,1
Потапов Тимофей Александрович,1
Леонтьев Константин Константинович,1
Еремин Платон Глебович,1
Фролов Тимур Артёмович,1
Волков Захар Антонович,1
Беляков Кирилл Борисович,1
Давыдов Дмитрий Матвеевич,1
Новиков Владимир Станиславович,1
Волков Платон Максимович,1
Быков Михаил Давидович,1
Жаров Тимофей Егорович,1
Власов Егор Максимович,1
Захаров Егор Максимович,1
Васильев Георгий Тимофеевич,1
Захаров Дмитрий Максимович,1
Назаров Виктор Давидович,1
Морозов Демид Петрович,1
Авдеев Руслан Иванович,1
Григорьев Илья Романович,1
Филимонов Дмитрий Иванович,1
Шапошников Матвей Маркович,1
Островский Илья Робертович,1
Юдин Тимофей Дмитриевич,1
Акимов Илья Ярославович,1
Ковалев Даниил Ильич,1
Тимофеев Роберт Михайлович,1
Демин Лев Константинович,1
Степанов Никита Дмитриевич,1
Русанов Михаил Алексеевич,1
Попов Арсений Макарович,1
Никитин Георгий Родионович,1
Иванов Тимур Максимович,1
Демидов Николай Артемьевич,1
Поляков Мирон Артёмович,1
Воронов Сергей Викторович,1
Соколов Илья Георгиевич,1
Кожевников Никита Робертович,1
Грачев Пётр Святославович,1
Панфилов Даниил Ильич,1
Соловьев Серафим Ильич,1
Смирнов Алексей Михайлович,1
Михайлов Лев Ильич,1
Сахаров Михаил Артурович,1
Смирнов Даниил Андреевич,1
Зотов Михаил Львович,1
Рыбаков Савва Глебович,1
Романов Арсений Дмитриевич,1
Фадеев Александр Даниилович,1
Щеглов Дмитрий Даниилович,1
Соболев Егор Георгиевич,1
Беляков Лев Анатольевич,1
Козлов Иван Даниилович,1
Белов Матвей Мирославович,1
Ермолов Иван Глебович,1
Павлов Максим Давидович,1
Шестаков Артур Богданович,1
Лебедев Константин Адамович,1
Попов Елисей Игоревич,1
Казаков Владимир Арсентьевич,1
Романов Виктор Артёмович,1
Любимов Максим Михайлович,1
Александров Кирилл Кириллович,1
Щербаков Юрий Александрович,1
Сидоров Олег Алексеевич,1
Гуров Илья Михайлович,1
Панов Матвей Петрович,1
Зайцев Илья Петрович,1
Грачев Андрей Львович,1
Ульянов Сергей Тимофеевич,1
Щербаков Даниэль Артемьевич,1
Кузнецов Михаил Дамирович,1
Никитин Валерий Александрович,1
Шаров Григорий Денисович,1
Богданов Денис Давидович,1
Королев Олег Владимирович,1
Иванов Денис Михайлович,1
Малинин Евгений Даниилович,1
Тарасов Михаил Ярославович,1
Блинов Алексей Максимович,1
Гончаров Александр Дмитриевич,1
Иванов Родион Михайлович,1
Иванов Иван Иванович,1
Нефедов Мирон Львович,1
Морозов Лука Захарович,1
Соколов Артём Георгиевич,1
Назаров Константин Олегович,1
Куликов Иван Сергеевич,1
Ильинский Михаил Романович,1
Потапов Тимур Кириллович,1
Романов Фёдор Владимирович,1
Курочкин Роман Миронович,1
Кудрявцев Даниил Михайлович,1
Фомин Даниил Вадимович,1
Ефимов Никита Михайлович,1
Романов Глеб Артемьевич,1
